review,keyword1,keyword2,keyword3,context1_keyword,context2_keyword,context3_keyword,sentiment1,sentiment2,sentiment3
"ร้านกาแฟอีก 1 ร้าน ที่อยากจะแนะนำคือ ""ชาตรามือ"" ร้านนี้เป็น Kiosk เล็กๆ นะคะ อยู่ชั้น G The Mall รามคำแหง ตรงข้ามร้าน ฮองมินเยาวราช นั่นเองคะ
ชาร้านนี้มีชื่อเสียง เป็นชาไทย ติดลำดับที่ 27 ของโลกนะคะ เริ่ดมากกก
""สุภนิดา"" สั่งชานมไทยเย็น 1 แก้ว แก้วละ 35 บาท เราว่ารสชาติเข้มข้น หวาน มัน อร่อย รสชาติดีคะ อีกอย่างไม่หวานจนเกินไปด้วย
พนักงานทำกัน 2 คน 
ลูกค้าเยอะเหมือนกัน 
หากต้องการใส่ไข่มุก เพิ่มเงิน อีก 5 บาท ก็มีไข่มุกทานกรุบๆ ด้วยแล้วคะ
ลองแวะมาอุดหนุนชาไทยกันได้นะคะ ราคาไม่แพง อร่อย และส่งเสริมคนไทยด้วย >•<",ชาไทย,ชานม,รามคำแหง,ร้านนี้มีชื่อเสียง เป็นชาไทย ติดลำดับที่ 27 ของโลกนะคะ,ร้านนี้มีชื่อเสียง เป็นชาไทย ติดลำดับที่ 27 ของโลกนะคะ,ร้านนี้เป็น Kiosk เล็กๆ อยู่ชั้น G The Mall รามคำแหง ตรงข้ามร้าน ฮองมินเยาวราช,positive,positive,neutral
"
เวลาที่ผมต้องการหาที่นั่งทำงานหรือรับ-ส่งเมล์แบบเร่งด่วน และผ่านมาแถวละแวกเพชรเกษม-บางแค ผมจะมาสั่งเครื่องดื่มและนั่งทำงานที่ร้านนี้นะครับ ส่วนตัวผมคิดว่าร้านนี้ลูกค้าไม่เยอะเท่าไหร่ (ค่อนข้างส่วนตัว) และมีที่นั่งเป็นโซฟาด้วยนั่งสบายๆครับ และอีกอย่างคือราคาไม่แพงมาก (ถูกกว่าประมาณครึ่งหนึ่ง) ถ้าเทียบกับร้านกาแฟแบบ inter-brand อื่นที่อยู่ในห้างเดอะมอลล์บางแคนี้ แต่ร้านนี้ไม่มี Wi-Fi ให้ใช้ครับ แต่ผมไม่ซีเรียสเท่าไหร่เพราะต่อ internet ผ่านมือถือเอาครับ

“ยอดดอย” เป็นร้านกาแฟที่มีต้นกำเนิดของเมล็ดกาแฟพันธุ์อาราบิกาจากไร่กาแฟบนดอยของจังหวัดเชียงรายครับ โดยที่นี่เค้าจะมีการส่งเสริมอาชีพให้กับชาวเขาเผ่าอาข่าบนดอยแห่งนี้ให้คัดเลือกและเก็บเมล็ดกาแฟที่มีคุณภาพส่งลงมาในเมืองเข้าร้านครับ จะเห็นได้จากที่ว่าเค้ามีสาขาของร้านกาแฟเริ่มแรกที่เซ็นทรัลเชียงรายครับ นอกจากเมล็ดกาแฟแล้วก็ยังมีการเก็บเกี่ยวใบชา (เขียว) ที่คัดเกรดด้วยครับ

ที่ตั้ง:  ร้านอยู่ชั้น 1 บริเวณทางเข้า-ออกลานจอดรถในตึกของห้าง ใกล้ๆกับโชว์รูมรถยนต์ครับ ลักษณะร้านเป็นแบบเปิดโล่งรอบด้านชิดติดกับระเบียง ถ้ามองลงไปจากระเบียงที่ร้านจะเห็นศูนย์อาหารของห้างครับ

เมนูเครื่องดื่มของที่นี่ก็แน่นอนครับ ต้องมีกาแฟสดต่างๆ ทั้งร้อนและเย็น เมนูชาเขียว และเครื่องดื่มต่างๆ โดยที่ร้านยอดดอยนี้จะมีเมนูเครื่องดื่มโดดเด่นอีกอย่างนั่นคือ Strawberry Smoothie (ใส่โยเกิร์ต) รู้สึกจะมีให้เลือก 3 เมนูครับ ราคาเครื่องดื่มโดยรวมอยู่ในช่วงประมาณ 50 – 70 บาท ถือว่าเป็นราคากลางๆสำหรับร้านกาแฟในห้างครับ

โดยปกติที่ผมเคยมาใช้บริการที่ร้านนี้จะมีสั่งอยู่ 2 อย่างคือ Hot Latte มาเสิร์ฟครบเซทพร้อมน้ำตาลกรวดและถ้วยชาร้อน ดูเป็นระเบียบและสะอาดดีครับ ส่วน Latte Art ดูทำไม่ค่อยเป็นเท่าไหร่ กับ Strawberry Smoothie มีเนื้อสตรอเบอรี่ให้เคี้ยวด้วยครับ พนักงานของที่ร้านสาขานี้ดูยังเด็กๆอยู่ เลยยังเตรียมกาแฟออกมาไม่ค่อยมืออาชีพเท่าไหร่ครับ

สรุปโดยรวมผมให้ 3 ดาวครับ
",กาแฟ,บรรยากาศ,ราคา,กาแฟที่นี่มีกาแฟสดต่างๆ ทั้งร้อนและเย็น,ร้านนี้ลูกค้าไม่เยอะเท่าไหร่ (ค่อนข้างส่วนตัว) และมีที่นั่งเป็นโซฟาด้วยนั่งสบายๆครับ,ราคาไม่แพงมาก (ถูกกว่าประมาณครึ่งหนึ่ง) ถ้าเทียบกับร้านกาแฟแบบ inter-brand อื่นที่อยู่ในห้างเดอะมอลล์บางแคนี้ แต่ร้านนี้ไม่มี Wi-Fi ให้ใช้ครับ,neutral,neutral,neutral
"ร้านนี้ เป็นร้านกาแฟอีกร้านที่ถูกแนะนำมาจากบาริสต้าที่รู้จักกันค่ะ
พอดีมีโอกาสเดินเล่นมาทานอาหารและทำการแวะชิมกาแฟดู รสชาติเข้มอร่อยทีเดียว

แก้วเด่นของทานร้านคือ jojo's cup เป็นกาแฟเอสเพรสโซ่ ผสมช็อกโตแล็ตเล็กน้อย ให้ออกเข้ม หอม กลมล่อมค่ะ  
กาแฟร้อนยังไม่ได้ลองก็จริงแต่หลายคนแนะนำว่าเด็ดทีเดียว เป็นอีกร้านแถวนี้ที่น่าแนะนำร้านนึง ไว้บ่ายๆ แวะไปลองจิกกาแฟแก้ง่วงรับรองไม่ผิดหวังค่ะ",กาแฟ,เอสเพรสโซ,ช็อกโกแลต,กาแฟที่นี่อร่อยทีเดียว เป็นอีกร้านแถวนี้ที่น่าแนะนำไว้บ่ายๆ แวะไปลองจิกกาแฟแก้ง่วงรับรองไม่ผิดหวัง,กาแฟเอสเพรสโซ่ ผสมช็อกโตแล็ตเล็กน้อย ให้ออกเข้ม หอม กลมล่อม,ช็อกโตแล็ตเล็กน้อย,positive,positive,neutral
"เคยมาร้านนี้ตอนที่ยังไม่เปิดแบบเป็นทางการค่อยข้างผิดหวังมาก แต่วันนี้ได้มาอีกรอบประทับใจมากกว่าเดิม แต่เป็นเรื่องบรรยากาศนะค่ะ โซนด้านในเป็นห้องแอร์กระจกโดยรอบ เบาะนั่งสบายมาก เหมาะแก่การนั่งชิลกับเพื่อนๆ 
   อาหารจะเป็นพวกอาหารอิตาเลียน รสชาติดี มีเบียร์จากต่างประเทศหลายชนิด มีเครื่องดื่มค็อกเทล กาแฟและเบเกอรี่

    วันนี้มีโอกาสได้ทาน Pizza Hawaii และ
 Chocolate lava (ไม่ประทับใจเท่าไหร่ เพราะเหมือนทางร้านใช้chocolateไม่ดี อันนี่คิดไปเองรึเปล่าไม่รู้) แต่โดยรวมก็โอเครค่ะ
",บรรยากาศ,อาหารอิตาเลียน,เบียร์,บรรยากาศเป็นห้องแอร์กระจกโดยรอบ เบาะนั่งสบายมาก เหมาะแก่การนั่งชิลกับเพื่อนๆ,อาหารจะเป็นพวกอาหารอิตาเลียน,มีเบียร์จากต่างประเทศหลายชนิด,positive,neutral,neutral
"This place is quite and there aren't a lot of people so I think it is suitable for business talking or studying. It opens 24 hours and there is free wifi. The coffee and tea as you know, they are tasty and the cakes and breakfast are delicious. What I like here is the peace and the there are many seats. There are outdoor seats too.",บรรยากาศ,wifi,พนักงาน,บรรยากาศที่นี่เงียบสงบ และมีที่นั่งเยอะ มีที่นั่งกลางแจ้งด้วย,มี wifi,พนักงาน,positive,neutral,neutral
พนักงานสาขานี้ยิ้มแย้มดีค่ะ แต่จะสั่งเมนูใหม่ white Mocca ลาเต้ดันหมด เลยต้องสั่งเอสเพรสโซเย็นเมนูกันตาย^^ สาขานี้สงบดี ที่จอดรถเพียบไม่ต้องแย่ง แถมตัวร้านก็น่านั่ง ที่นั่งนอกร้านเยอะดีค่ะ แต่ไม่เข้าใจทำไมอเมซอนชอบตั้งหน้าส้วม กลิ่นมันโชยอ่ะ เลยซื้อแล้วมานั่งกินในรถเหอะ,พนักงาน,เมนู,ที่จอดรถ,พนักงาน,เมนู white Mocca ลาเต้ดันหมด,ที่จอดรถเพียบไม่ต้องแย่ง,neutral,neutral,positive
"บนห้าง Big-C ราชดำริ นิวคุงได้ไปเจอร้านขายน้ำที่ชื่อว่า Iceken ที่ขายเครื่องดื่มแนวๆชานมไข่มุกในราคาที่ถูกมากๆ เลยเอามารีวิวซะเลย
ร้านจะตั้งอยู่ที่ชั้น 4 ของห้าง Big-C อยู่โซนด้านหลังที่จะออกไปเจอลานจอดรถและยำแซ่บ ใกล้กับบันไดเลื่อน หาร้านไม่ยาก
หน้าร้านก็ดูสะอาด มีพนักงานขายอยู่คนเดียว แต่คนก็มาเรื่อยๆ ทำสบายๆ ไม่นานก็ได้กินแล้ว

เมนูของร้านแม้ว่าจะมีไม่เยอะเท่ากับร้านใหญ่ๆ แต่ก็มีเมนูหลักๆให้กินตามเสต็บ ไม่ว่าจะเป็น ชานม โกโก้ กาแฟ ชาผลไม้ รวมๆแล้วก็เกือบ 20 รายการเลย
ราคาเครื่องดื่มต่อแก้วก็เริ่มที่แก้วละ 25 บาทเท่านั้น ถูกมากๆ สำหรับราคาขึ้นห้าง

วันนี้นิวคุงสั่งกินเป็นเมนู ชาเสาวรสใส่ไข่มุก กิน
รสชาติชาเสาวรสนั้น มีรสเปรี๊ยวหวานสดชื่นเลย รสเสาวรสเด่นมาก รสเปรี๊ยวที่เด่นและเข้มทำให้กินแล้วสดชื่นอร่อย กินแล้วตาสว่างเลย
นอกจากนี้ตัวไข่มุกก็มีความหนียวหนึบอร่อย และให้มาเยอะมาก  กินแล้วมีความหวานในตัว ตัดกับรสชาติเปรี๊ยวของชาเสาวรส เข้าคู่กันได้ดี

สรุปโดยรวม (เต็ม 10)
ให้ 7 คะแนนครับ รสชาติโดยรวมๆแล้วโอเค ทานง่าย ราคาเบาๆ 

ข้อความ ความคิดเห็นและคะแนนต่างๆ เป็นความคิดเห็นส่วนบุคคล หากสร้างความไม่พอใจประการใดก็ขออภัยมาใน ณ.ที่นี้ด้วยครับ
New Kung พาชิม >> Review at  17 / 4 / 57
",ชานมไข่มุก,ราคาถูก,รสชาติ,ชานมไข่มุก,ราคาเครื่องดื่มต่อแก้วก็เริ่มที่แก้วละ 25 บาทเท่านั้น ถูกมากๆ สำหรับราคาขึ้นห้าง,รสชาติชาเสาวรสนั้น มีรสเปรี๊ยวหวานสดชื่นเลย รสเสาวรสเด่นมาก รสเปรี๊ยวที่เด่นและเข้มทำให้กินแล้วสดชื่นอร่อย,neutral,positive,positive
"ร้านอาหารเล็กๆใกล้กับปากซอยสุขุมวิท 25 ข้าง family mart เมนูอาหารเน้นเป็นข้าวและกับข้าว เปิดบริการแต่เช้า มีเมนูอาหารเช้า ชา กาแฟ ขนมไว้บริการอีกด้วย

เมนูที่สั่งเป็น ข้าวไข่ข้นหมึกผัดผงกะหรี่ หมึกชิ้นเล็กไปนิดแต่อร่อยกินกับไข่ข้นไม่ค่อยสุก 

อีกเมนูเป็นข้าวไข่ข้นซอสเขียวหวาน เนื้อไก่ในแกงเขียวหวานซอสที่ข้นหนืดคล้ายน้ำราดหน้า แต่ยังคงรสชาติของความเป็นแกง กินคู่กับไข่ข้นไม่ค่อยสุก 

เมนูที่สั่งมาชิมอีกอันคือหมูย่างซอสโชยุ ให้อารมณ์หมูย่างแดดเดียว กินกับน้ำจิ้มพริกแดงค่อนข้างเผ็ด

วันนี้ไปที่ร้านคนไม่ค่อยเยอะ อาจจะเป็นอีกร้านที่เหมาะกับหนุ่มสาวออฟฟิตในราคาที่ไม่แพงมาก
",ข้าว,ไข่,หมูย่าง,เมนูอาหารเน้นเป็นข้าวและกับข้าว,ไข่ข้น,หมูย่างซอสโชยุ ให้อารมณ์หมูย่างแดดเดียว,neutral,neutral,positive
"ร้านนี้มีเมนูเยอะ ทั้งสปาเกตตี้ สเต็ก ปังเย็น เครื่องดื่มจำพวก ชา นม กาแฟ 
วันนี้ไปลองมักกะโรนีขี้เมามา ราคา55บาท/จาน
รสชาติเผ็ดถึงใจ สำหรับคนที่ชอบทานเผ็ดโอเคเลย
แต่ว่าปริมาณน้อยไปหน่อย ไม่อิ่ม
คราวก่อน ลองปังเย็น 40บาท
ทานได้หลายคน ให้เยอะ แต่ถ้าอยากใส่ทอปปิ้งเยอะๆ เพิ่มได้นะ อย่างละ5บาท เพลงเพราะ มีWi-Fi แอร์เย็นจ้า ",สปาเก็ตตี้,เผ็ด,ปริมาณน้อย,สปาเก็ตตี้,รสชาติเผ็ดถึงใจ สำหรับคนที่ชอบทานเผ็ดโอเคเลย,ปริมาณน้อยไปหน่อย,neutral,positive,negative
ร้านกาแฟ ที่พร้อมด้วยอาหารหลากหลายแบบจานเดียว ไข่กระทะ ออมเล้ต แซนวิส ตลอดจนข้างกระเพราหมูสับ  บรรยากาศแบบเป็นกันเอง ราคาสมเหตุผล ไม่แพงจนเกินไป  รสชาติพอได้  กาแฟปั่นอร่อย มีหลายรายการให้เลือกสรรค์ ที่สำคัญหาที่จอดรถง่าย,ร้านกาแฟ,อาหาร,บรรยากาศ,ร้านกาแฟที่พร้อมด้วยอาหารหลากหลายแบบจานเดียว ไข่กระทะ ออมเล็ต แซนวิส ตลอดจนข้างกระเพราหมูสับ,อาหารหลากหลายแบบจานเดียว ไข่กระทะ ออมเลต แซนวิส ตลอดจนข้างกระเพราหมูสับ,บรรยากาศแบบเป็นกันเอง,positive,neutral,positive
เจ้าของที่นี่สร้างบ้านไว้เพื่ออาศัยและแบ่งห้องให้เช่าเป็นลักษณะอพาร์เม้น สิ่งอำนวยความสะดวกค่อนข้างดีทีเดียว มีสระว่ายน้ำระบบเกลือที่ค่าเข้าเพียง 80 บาทเท่านั้น คาเฟ่ดำเนินการโดยน้องพริมโรส เป็นบาริสต้าเองในวันว่างของเธอ ลงมือทำขนมเองพวกเค้กและบราวนี่ เครื่องทำกาแฟคุณภาพบวกกับกาแฟดีๆทำให้กาแฟหอมมากๆ,อพาร์เม้น,สระว่ายน้ำ,กาแฟ,ลักษณะอพาร์เม้น,สระว่ายน้ำระบบเกลือ,กาแฟที่นี่คุณภาพดี บวกกับกาแฟดีๆ ทำให้กาแฟหอมมากๆ,neutral,neutral,positive
"ร้านจริณเป็นอีกหนึ่งร้านที่ผมไม่เคยแวะเลย ได้เบาะแสร้านนี้จากพี่ที่ทำงานบอกว่าพายมะพร้าวร้านนี้อร่อยมาก งั้นต้องมาพิสูจน์สักหน่อย มาตอน9:20น.แบบนี้ยังไม่มีคนเล็งพายในตู้อยู่นานว่าจะเลือกอะไรดีระหว่างพายกล้วยหรือพายมะพร้าว(ราคาต่างกัน10บาท) เอาเป็นว่าเลือกเมนูที่พี่ที่ทำงานแนะนำดีกว่าและขอกาแฟอเมริกันโน่สักแก้ว(55บาท) ทางร้านมีให้เลือกด้วยว่าคั่วเข้ม,คั่วกลาง,คั่วอ่อนแล้วแต่ความชอบของคอกาแฟเลยนะครับ ชิมพายแล้วบอกได้คำเดียวสมกับคำที่เขียนในร้านว่า Charin homemade pies since 1992 จริงๆรสชาตอร่อยไม่เหมือนใครครับผม มาลองกันเยอะๆนะครับ",พายมะพร้าว,กาแฟอเมริกัน,Homemade,พายมะพร้าว,"ขอกาแฟอเมริกันโน่สักแก้ว(55บาท) ทางร้านมีให้เลือกด้วยว่าคั่วเข้ม,คั่วกลาง,คั่วอ่อนแล้วแต่ความชอบของคอกาแฟเลยนะครับ",พายมะพร้าวที่นี่ทำเอง,neutral,neutral,neutral
กาแฟก็โอเคค่ะ ไม่แย่และไม่ได้ดีมาก แต่ร้านด้านนอกตกแต่งสวยมากน่ามาถ่ายรูปดูแปลกตา แต่ถ้าจะไปดูแกะด้านหลังต้องเสียเงิน เอ่อคุณคะคนมาทานกาแฟถ้าคุณจะเก็บเงินดูแกะคุณน่าจะเก็บค่าให้อาหารดีกว่าค่ะเพราะว่าพอคนเค้ารู้ว่าต้องเสียเงินถึงจะได้ดูแกะเค้าก็ไม่เข้าไปค่ะเพราะถ้าจะไปดูแกะเค้าไปที่อื่น ไปซีนเนรี่ อะไรทำนองนั้นไปเลย ส่วนในตัวร้านผิดหวังกับการตกแต่งและขนาดมากๆ ร้านเล้กต้องเบียดกันเพื่อนซื้อกาแฟ??? กาแฟไม่ได้อร่อยขนาดต้องไปเบียดกันนะ เค้ามาเพราะชอบบรรยากาศ ต้องปรับปรุงหลายอย่างเลยค่ะ,บรรยากาศ,การตกแต่ง,ราคา,บรรยากาศร้านตกแต่งสวยมากน่ามาถ่ายรูปดูแปลกตา,การตกแต่งร้านมีขนาดเล็กและต้องเบียดกันเพื่อนซื้อกาแฟ,ถ้าจะไปดูแกะเค้าไปเลย,positive,negative,neutral
"ร้านนี้อยู่ตรงข้ามร.พ.รวมแพทย์ ในตัวเมืองจ.หนองคาย เป็นร้านตกแต่งน่ารักเหมือนร้านกาแฟ แต่ไม่ติดแอร์ มีที่จอดรถข้างทาง  

เมนูที่ขายมีสุกี้แห้ง/น้ำ ผัดไทกุ้งสด น้ำผลไม้ปั่น ราคาไม่แพง

สำหรับรสชาตินั้น พออาศัยได้ แต่รู้สึกว่า สุกี้แห้งจะรสชาติเหมือน วุ้นเส้นผัดซีอิ๊วเสียมากกว่าค่ะ ยังไม่ค่อยถูกปากนัก 

อ้อ..ร้านมี free wifi ด้วยค่ะ",ร้านกาแฟ,สุกี้แห้ง,ราคาถูก,ร้านนี้อยู่ตรงข้ามร.พ.รวมแพทย์ ในตัวเมืองจ.หนองคาย,สุกี้แห้งจะรสชาติเหมือน วุ้นเส้นผัดซีอิ๊วเสียมากกว่าค่ะ,เมนูที่ขายมีสุกี้แห้ง/น้ำ ราคาไม่แพง,neutral,negative,neutral
"เค้กคุณภาพโรงแรม (หรืออาจดีกว่า?) ในร้านหนึ่งคูหา 2 ชั้น บรรยาาศชิลล์ๆ กับชาร้อนหอมๆ ฟินๆ จะต้องการอะไรมากกว่านี้?

เหตุเพราะคุณแม่ทำเค้กให้ทานบ่อยมากตั้งแต่เด็ก ทำให้กลายเป็นคนที่ไม่ได้ปลื้มกับเค้ก(คนอื่นทำ)อะไรมากมาย แต่ทว่านิยมการจิบชา และละเลียดกาแฟ ^^ เค้กเลยกลายเป็นองค์ประกอบรองของการดื่มชาและกาแฟ เพราะบอกตามตรง เค้กอร่อยโดนใจ มีน้อยมาก 

แต่ร้านนี้ ทำเค้กได้ดูดีน่าทานมาก และราคาไม่แพงเลยหากเทียบกับคุณภาพที่ทำออกมาค่ะ 

ถือว่าเค้กร้านนี้มีทั้งหน้าตาที่ดูดี วัตถุดิบที่ใช้มีคุณภาพ อีกทั้งยังปรุงส่วนผสมได้อร่อยลงตัวมากจริงๆ ถูกใจมากค่ะ พูดเลย!!

macaron ไม่แน่ใจว่าอร่อยมั้ย แต่ที่เสิร์ฟมาพร้อมกับชา marco polo วันนี้ ยังไม่โดนค่ะ แต่ชาหอม ชอบมากค่ะ ^^",เค้ก,ชา,บรรยากาศ,เค้กที่นี่ทำได้ดูดีน่าทานมาก และราคาไม่แพงเลยหากเทียบกับคุณภาพที่ทำออกมาค่ะ,ชาหอม,บรรยากาศชิลล์ๆ กับชาร้อนหอมๆ,positive,neutral,positive
"ร้านปาท่องโก๋ยัดไส้ ณ เชียงคาน
สาขาแรกจะอยู่ในตลาดสดเชียงคาน(ขายเช้า)
สาขาสองจะอยู่ถนนริมโขง(ขายเย็น)

เมนูของทางร้านจะมี 5 ไส้ด้วยกัน ได้แก่
หมูสับผักรวม หมูหยอง สังขยา หมูแดง และกล้วยหอม
ราคา 30 บาททุกไส้ (เม.ย. 2557)

นอกจากนี้ยังมีเมนูเครื่องดื่มไว้บริการ ได้แก่ 
กาแฟร้อน/เย็น. โอวัลตินร้อน/เย็น กาแฟโบราณ
ชานมร้อน/เย็น น้ำเต้าหู้ เต้าฮวย และอื่นๆตามแต่จะสั่ง ราคาเริ่มต้นที่ 15 บาท 

และยังมีบริการส่งถึงที่พัก โดยโทรสั่งล่วงหน้าได้ที่
แม่อรุณศรี 085-743-5394 

ถ้ามาเชียงคาน ก็ลองมาชิมกันดูนะครับ

",ปาท่องโก๋,เชียงคาน,ราคา,ร้านปาท่องโก๋ยัดไส้ ณ เชียงคาน สาขาแรกจะอยู่ในตลาดสดเชียงคาน(ขายเช้า) สาขาสองจะอยู่ถนนริมโขง(ขายเย็น),ร้านปาท่องโก๋ยัดไส้ ณ เชียงคาน,ราคา 30 บาททุกไส้ (เม.ย. 2557),neutral,neutral,neutral
"ได้ยินมานานว้าร้านนี้เค้กมะพร้าวเด็ดมาก จะพลาดได้ไง
เข้าร้านปุ๊บก็มีคุณลุงมาบริการ อย่างดี พูดจา และแนะนำได้ดีมาก ถึงจะมีอายุ แต่ดูแล้วก็น่ารักอบอุ่นไปอีกแบบคะ

แต่บรรยากาศร้านอึดอัดไปนิดนึงนะคะ น่าจะโปร่งกว่านี้หน่อย

วันนี้เค้กที่สั่งมามีทั้งหมด3ชิ้นคะ
- เค้กมะพร้าว มาเพื่อสิ่งนี้ ต้องสั่งก่อนเลย รสชาติเค้กอร่อยค่ะ ไม่หวานไป เบาๆดี ไม่เลี่ยนทานได้เรื่อยๆ ถือว่าอร่อยเลยคะ

- เค้กชาเขียว ก็เบาๆอีกเหมือนเดิมคะ ขมหน่อยๆ แต่เฉยๆนะ ไม่ได้ประทับใจมาก

- เค้กโอริโอ้ ไม่หวานดีค่ะ เนื้อเบาดี รวมๆก็โอเคคะ

- กาแฟ และโกโก้ ธรรมดาคะ ไม่ค่อยปลื้ม",เค้กมะพร้าว,บรรยากาศ,รสชาติ,เค้กมะพร้าวเด็ดมาก จะพลาดได้ไง เค้กมะพร้าวมาเพื่อสิ่งนี้ ต้องสั่งก่อนเลย รสชาติเค้กอร่อยค่ะ ไม่หวานไป เบาๆดี ไม่เลี่ยนทานได้เรื่อยๆ,บรรยากาศร้านอึดอัดไปนิดนึงนะคะ น่าจะโปร่งกว่านี้หน่อย,รสชาติเค้กมะพร้าวอร่อยค่ะ ไม่หวานไป เบาๆดี ไม่เลี่ยนทานได้เรื่อยๆ,positive,negative,positive
"เป็นร้านที่ดูน่านั้งดี แต่แค่ดูเหมือนนะ 
รู้สึกว่าจะขายเฟอร์นิเจอร์แนว โบราณ วินเทจ
รสชาติกาแฟ ม๊อคคาเย็นที่สั่ง ชิมแล้วก็ส่ายหน้า ยังเคยเห็นคนส่ายหน้าเหมือนกันตอนเขาเงยหน้าจากแก้วกาแฟที่ถืออยู่
ควรปรับปรุงครับ ไว้ปีหน้าจะไปลองชิมอีกครั้ง
",บรรยากาศ,เฟอร์นิเจอร์,กาแฟ,ร้านที่ดูน่านั้งดี แต่แค่ดูเหมือนนะ,เฟอร์นิเจอร์แนว โบราณ วินเทจ,รสชาติกาแฟ ม๊อคคาเย็นที่สั่ง ชิมแล้วก็ส่ายหน้าเหมือนกัน,neutral,neutral,negative
"ร้านกาแฟ ที่เป็นโรงคั่วกาแฟ ล้ำมาก ไม่คิดว่าจะมีร้านแบบนี้กลางทุ่งนาราชบุรี ที่สำคัญต้องตั้งใจมา เพราะไม่ใช่ทางผ่าน มีทั้งกาแฟ อาหาร และเบเกอรี่ให้เลือก มาครั้งนี้เลือกสปาเก็ตตี้คาโบนาร่า ก็ผ่านนะ แต่ไม่เหมาะกับคนไม่ชอบอาหารรสเลี่ยน (ความจริงคาโบนาร่าร้านไหนก็เลี่ยนทั้งนั้น) กาแฟเลือกสั่งมอคค่าเย็น เป็นกาแฟที่เข้มข้นรสโกโก้ แต่อาจเป็นเพราะสั่งมอคค่าเย็น เลยรู้สึกว่าหอมน้อยไปหน่อย 

ที่เด็ดสุดต้องบอกว่าเค้กพาสชั่นฟรุ๊ต อร่อยดี

พนักงานบริการดี ใครที่อยากมาชมโรงคั่วกาแฟ แวะซื้อกาแฟคั่วไปชงกาแฟสดดื่มเองที่บ้าน มาได้เลย ราคาไม่แพง รับรองไม่ผิดหวังแน่",กาแฟ,โรงคั่วกาแฟ,เค้กพาสชั่นฟรุ๊ต,กาแฟที่นี่อร่อยมาก หอมกลิ่นกาแฟคั่วสด,ร้านคั่วกาแฟที่นี่ล้ำมาก,เค้กพาสชั่นฟรุ๊ต อร่อยดี,positive,positive,positive
"ร้านขนมจีนห้อยขา หลงมาแบบหิวๆ
จากถนนพหลโยธิน ลำปาง - พะเยา สี่แยกป่า...
เข้ามาสัก 150 เมตร ซ้ายมือ
ร้านไม่ใหญ่ แต่ป้ายชัดเจน 10 บาท
ชามไม่เล็กเกินไป สองชามอิ่มค่ะ ^^ 
มีขนมจีนหลายประเภท ทั้งน้ำเงี๊ยว น้ำยากะทิ น้ำยาป่า แกงเขียวหวาน เป็นขนมจีนเส้นสดค่ะ
รสชาติ อร่อย มีมุมให้นั่งห้อยขาแกว่งไกว ตามชื่อ
น้ำเปล่า ฟรี บริการตัวเองค่ะ มีกาแฟ สมูทตี้ บริการด้วย ราคาประหยัด เบ็ดเสร็จ กินไป 5 ชาม 
แคปหมู 2 ซอง 62 บาท ....ฟิน...",ขนมจีน,ราคา,บรรยากาศ,ขนมจีนหลายประเภท ทั้งน้ำเงี๊ยว น้ำยากะทิ น้ำยาป่า แกงเขียวหวาน เป็นขนมจีนเส้นสด,ราคาประหยัด,มีมุมให้นั่งห้อยขาแกว่งไกว ตามชื่อ,neutral,neutral,neutral
"ร้านนี้ตั้งอยู่บริเวณ 3 แยก กม 0 ขับรถมาเห็นได้ชัดเจน โดยเป็นร้านที่มีบริการ นวดสปาและห้อง karaoke ให้บริการครับ แต่ขอรีวิว ส่วนร้านอาหารละกัน
โดยบรรยากาศภายในมีทั้งแบบ open air และห้องแอร์ อากาศก็เย็นดี ช่วงตอนเที่ยง ทางรัานมีเปิด น้ำราดหลังคาจึงทำให้อากาศไม่อบอ้าว อาหารมีทั้ง อาหารไทย สเต็กและอาหารจานเดียวครับ ที่สั่งไปวันนี้
- ข้าวผัดน้ำพริก รสไม่เผ็ดไปข้าวก็นุ่มกำลังดีครับ 
- ข้าวผัดอเมริกัน อันนี้เพื่อนทาน บอกว่าไม่ผ่าน เนื้อค่อนข้างแข็ง ไส้กรอก ไม่ค่อยอร่อยเท่าไหร่
- ข้าวผัดหมู ผัดดีครับ ไม่แห้ง อ่อนเค็มไปหน่อย แต่เติมด้วยน้ำปลาและมะนาวก็พอช่วยได้
ทางร้านมีบริการกาแฟสด สำหรับผมว่า ค่อนข้างเข้มดี ไม่ฝาดเหมือนหลายๆร้านที่เคยชิมมาครับ ประมาณ ร้านอเมซอนได้
น้ำผลไม้ให้แก้ใหญ่ดีครับ ยาวมากกกก
บริการ สำหรับผมค่อนข้างช้าไปหน่อย ขนาดมีพนักงานค่อนข้างหลายคนแต่อย่างน้อยก็ยิ้มแย้มดีครับ แต่แปลกคือให้นุ่งงกระโปรงสั้นจัง ???
สรุปแล้ว อาหาร เฉยๆ ผมชอบกาแฟสดที่ร้านมากกว่าครับ 
",บรรยากาศ,อาหารไทย,กาแฟสด,บรรยากาศภายในมีทั้งแบบ open air และห้องแอร์ อากาศก็เย็นดี ช่วงตอนเที่ยง ทางร้านมีเปิด น้ำราดหลังคาจึงทำให้อากาศไม่อบอ้าว,อาหารไทย,ทางร้านมีบริการกาแฟสด สำหรับผมว่า ค่อนข้างเข้มดี ไม่ฝาดเหมือนหลายๆร้านที่เคยชิมมาครับ ประมาณ ร้านอเมซอนได้,positive,neutral,positive
